# textfit;Scaling text (textfit);latex/textfit/textfit.dvi;
type1cm;Scalable type 1 CM fonts (type1cm);latex/type1cm/type1cm.txt;-2-
stmaryrd;St. Mary's Road symbol font (stmaryrd);fonts/stmaryrd/stmaryrd.pdf;
t1enc1;T1 font encoding overview (t1enc);latex/tools/fontsmpl.pdf;
trajan;Trajan fonts (trajan);latex/trajan/trajan.pdf;
yfonts;Usage of old german fonts (yfonts);latex/yfonts/readme;-2-
altfont;Using alternative fonts (altfont);latex/altfont/altfont.pdf;
wasysym;WASY symbol fonts (wasysym);latex/wasysym/wasysym.pdf;
mflogo;The logo font family (mflogo);latex/mflogo/mflogo.pdf;Metafont logo
mfpic1;Pictures in TeX with Metafont and MetaPost;generic/mfpic/mfpguide.pdf;tutorial
epsdice;Scalable dice font;latex/epsdice/epsdice.pdf;
@Languages/national specials
lshortru;Bulgarian Not So Short Introduction to LaTeX;latex/lshort-bulgarian/lshort-bg.pdf;tutorial, introduction, basics
lshortzh;Chinese Not So Short Introduction to LaTeX;latex/lshort-chinese/lshort-zh-cn.pdf;tutorial, introduction, basics
csplain;Czech/Slovak typesetting with plain TeX;cslatex/base/csplain.doc;-2-
lshortcs;Czech/Slovak Not So Short Introduction to LaTeX;latex/lshort-slovak/slshorte.pdf;tutorial, introduction, basics
#china2e;Chinese calendar symbols (china2e);latex/china2e/chinadoc.dvi;
dutch;Dutch LaTeX document classes;latex/ntgclass/ntgclass.pdf;
lshortnl;Dutch Not So Short Introduction to LaTeX;latex/lshort-dutch/lshort-nl-1.3.pdf;tutorial, introduction, basics
lshortsf;Finnish Not So Short Introduction to LaTeX;latex/lshort-finnish/lyhyt2e.pdf;tutorial, introduction, basics
lshortfr;French Not So Short Introduction to LaTeX;latex/lshort-french/lshort-fr.pdf;tutorial, introduction, basics
teubner;Extension of the greek option in Babel (teubner);latex/teubner/teubner.txt;
lshortde;German Short Introduction to LaTeX;latex/lshort-german/l2kurz2.pdf;tutorial, introduction, basics
dinbrief;German letter DIN style (dinbrief);latex/dinbrief/dinbrief.pdf;
gerdoc;German old and new orthography support;generic/german/gerdoc.pdf;
lshortit;Italian Not So Short Introduction to LaTeX;latex/lshort-italian/itlshort.pdf;tutorial, introduction, basics
lshortjp;Japanese Not So Short Introduction to LaTeX;latex/lshort-japanese/jlshort.pdf;tutorial, introduction, basics
lshortkr;Korean Not So Short Introduction to LaTeX;latex/lshort-korean/lshort-kr.pdf;tutorial, introduction, basics
lshortmn;Mongolian Not So Short Introduction to LaTeX;latex/lshort-mongol/lshort-mn.pdf;tutorial, introduction, basics
#greekctr;Greek letters as \alph-style counters (greekctr);latex/jknapltx/greekctr.sty;-1-
montex1;Cyrillic, Mongolian, Manju support (montex);latex/montex/montex.pdf;
montex2;Mongolian LaTeX;latex/montex/mlsquick.pdf;
lshortpe;Persian (Farsi) Not So Short Introduction to LaTeX;latex/lshort-persian/lshort.pdf;tutorial, introduction, basics
MeX;Polish extension of Plain TeX (MeX);mex/base/mex.html;polski, polish
# plfonts;Polish extension of CM fonts (PL);fonts/pl/readme.txt;polski, polish
# gentlpl;Polish A Gentle Introduction to TeX;polish/guides-pl/gentl-pl.pdf;tutorial, introduction, basics
lshortpl;Polish Not So Short Introduction to LaTeX;latex/lshort-polish/lshort2e.pdf;tutorial, introduction, basics
akademia;Polish Virtual Academy of TeX;generic/tex-virtual-academy-pl/index.html;
plcls;Polish LaTeX document classes (mwcls);latex/mwcls/mwclsdoc.pdf;
lshortpt;Portuguese Not So Short Introduction to LaTeX;latex/lshort-portuguese/pt-lshort.pdf;tutorial, introduction, basics
cyrguide;Russian: Cyrillic languages in LaTeX;latex/base/cyrguide.pdf;
lshortru;Russian Not So Short Introduction to LaTeX;latex/lshort-russian/lshortru.pdf;tutorial, introduction, basics
cyrillic;Cyrillic packages for LaTeX;latex/cyrillic/00readme.txt;
lshortsl;Slovenian Not So Short Introduction to LaTeX;latex/lshort-slovenian/lshort-slovenian.pdf;tutorial, introduction, basics
lshortsp;Spanish Not So Short Introduction to LaTeX;latex/lshort-spanish/lshort-a4.pdf;tutorial, introduction, basics
esindex;Spanish index entries;latex/bezos/esindex.tex;
lshortth;Thai Not So Short Introduction to LaTeX;latex/lshort-thai/lsh132.pdf;tutorial, introduction, basics
lshorttr;Turkish Not So Short Introduction to LaTeX;latex/lshort-turkish/lshort-tr.pdf;tutorial, introduction, basics
otibet;Writing tibetian text for Omega (otibet);latex/otibet/unidoc.dvi;
lshortukr;Ukrainian Not So Short Introduction to LaTeX;latex/lshort-ukr/lshort-ukr.pdf;tutorial, introduction, basics
vntex;Typesetting Vietnamese (VnTeX);generic/vntex/vntex.pdf;vietnamese, vietnam
amsldocvi;AMS-LaTeX Manual (Vietnamese);latex/amsldoc-vn/amsldoc-vi.pdf;amslatex, vietnamese
lshortvi;Vietnamese Not So Short Introduction to LaTeX;latex/lshort-vietnamese/lshort-vi.pdf;tutorial, introduction, basics
#UserGroups;TeX User Groups around the world;english/help/usergrps.html;
@General layout
microtype;Microtypographic extensions to pdfTeX (microtype);latex/microtype/microtype.pdf;character protrusion, font expansion, letter spacing
memoir;Replacement for book/report class (memoir);latex/memoir/memman.pdf;
refman;Writing technical reference manuals (refman);latex/refman/refman.pdf;
balance;Balancing two columns of text (balance);latex/preprint/balance.pdf;
fix2col;Bugfix for two-column typesetting (fix2col);latex/fix2col/fix2col.pdf;
titlesec;Chapter/section headings 1 (titlesec);latex/titlesec/titlesec.pdf;titles
crop;Crop marks (crop);latex/crop/crop.pdf;layout
layout;Display layout parameters (layout);latex/tools/layout.pdf;
facsimile;Document class for preparing faxes;latex/facsimile/facsimile.pdf;
setspace;Double line spacing (setspace);latex/setspace/setspace.sty;-2-
indentfirst;The indentfirst package;latex/tools/indentfirst.pdf;
anysize;Margin sizes (anysize);latex/anysize/anysize.pdf;
multicol;Multiple columns (multicol);latex/tools/multicol.pdf;
fancyhdr;Page headers/footers/numbering (fancyhdr);latex/fancyhdr/fancyhdr.pdf;headers, footers, page numbers
savetrees;Pack as much text as possible onto each page (savetrees);latex/savetrees/savetrees.pdf;
geometry;Page layout (geometry);latex/geometry/geometry.pdf;
fullpage;Set margins to full page (fullpage);latex/preprint/fullpage.pdf;
shapepar;Shaped paragraphs (shapepar);generic/shapepar/shapepar.pdf;
layouts;Visual layout control (layouts);latex/layouts/layman.pdf;
texsis;TeX macros for physists (TeXsis);otherformats/texsis/base/README;
ltugboat;TUGboat macros (ltugboat);latex/tugboat/ltubguid.pdf;
poemscol;Typesetting poetry collections (poemscol);latex/poemscol/poemscol.pdf;
#invoice;Typesetting invoices (invoice);latex/invoice/invoice.pdf;
metre;Typesetting scholarly publications dealing with Greek and Latin texts (metre);latex/metre/metre.pdf;
startex;Typesetting simple student reports (StarTeX);otherformats/startex/base/guide.pdf;
@Floats
sidecap;Captions, typeset sideways (sidecap);latex/sidecap/sidecap.pdf;
capt-of;Captions, faked (capt-of);latex/capt-of/capt-of.pdf;
ctable;Centering tables and figures (ctable);latex/ctable/ctable.pdf;
#floatflt;Floating figures (floatflt);latex/floatflt/00readme.flt;layout, tables, graphics
float;Floating objects (float);latex/float/float.pdf;layout, tables, graphics
rotfloat;Floats, rotated (rotfloat);latex/rotfloat/examples.tex;tables, graphics
multicap;Formatting captions inside multicols (multicap);latex/multicap/multicap.pdf;
endfloat;Move floats to end of document (endfloat);latex/endfloat/endfloat.pdf;
afterpage;Expand float command after current page (afterpage);latex/tools/afterpage.pdf;
placeins;Place floats "in place" (placeins);latex/placeins/placeins.txt;-2-
authblk;Prepare Author and Affiliation blocks (authblk);latex/preprint/authblk.pdf;
figcaps;Put figures and tables at the end of an article (figcaps);latex/preprint/figcaps.pdf;
subfloat;Subnumbering tables and floats (subfloat);latex/subfloat/subfloat.pdf;
@Graphics
figsize;Automatic sizing of figures (figsize);latex/figsize/figsize.pdf;
overpic;Combine LaTeX commands over included graphics (overpic);latex/overpic/README;
histogr;Drawing histograms in picture environment;latex/histogr/histogr.pdf;
pstcirc;Drawing electric circuits (pst-circ);generic/pst-circ/pst-circ-doc.pdf;
miniplot;Easy figure arrangement (MiniPlot);latex/miniplot/miniplot.pdf;
apmgraph;Extensions to LaTeX picture environment (pmgraph);latex/pmgraph/pmgraph.pdf;
pstoptic;Optic drawings: lenses and mirrors (pst-optic);generic/pst-optic/pst-optic-doc.pdf;
hvfloat;Rotating objects and captions (hvfloat);latex/hvfloat/hvfloat.pdf;
#picinpar;Small pictures in paragraphs 2 (picinpar);latex/picinpar/picinpar.dvi;figures
petri-nets;Petri-nets packages;latex/petri-nets/pndoc.pdf;
wrapfig;Wrap text around figures (wrapfig);latex/wrapfig/wrapfig-doc.pdf;
#epslatex;Using imported graphics in LaTeX2e (epslatex);english/epslatex-en/epslatex.ps;PostScript, EPS, JPEG, GIF, TIFF, compression, scale, rotate, PSfrag, landscape, box, colour ???
graphics;PS and other graphics (graphics/graphicx);latex/graphics/grfguide.pdf;PostScript, EPS, JPEG, GIF, TIFF, scale, rotate, landscape, box, colour
metapost0;Introduction to MetaPost Manual;metapost/base/mpintro.pdf;PostScript, Bezier curves, boxes, drawing, graphs, plots, grid
metapost1;MetaPost Manual;metapost/base/mpman.pdf;PostScript, Bezier curves, boxes, drawing, graphs, plots, grid
metapost2;MetaPost graphics tutorial;metapost/base/mpgraph.pdf;PostScript, Bezier curves, boxes, drawing, graphs, plots, grid
metaobj;Metapost package providing high-level objects (metaobj);metapost/metaobj/momanual.pdf;
fmp;LaTeX package to support Functional MetaPost (fmp);latex/fmp/fmp.pdf;
pgf;User's Guide to the TikZ/PGF Package;generic/pgf/pgfmanual.pdf;tikz, graphics
#piechart;Drawing pie-charts with MetaPost;metapost/piechartmp/piechartmp.pdf;
treetex;Drawing trees with TeX (treetex);plain/treetex/tree_doc.tex;
PSfrag;Insert LaTeX constructs in PS figures (PSfrag);latex/psfrag/pfgguide.pdf;PostScript, scale
pspicture;Extended picture environment (pspicture);latex/pspicture/pspicture.pdf;picture, drawing, PostScript
eepic;epic picture environment extensions (eepic);latex/eepic/eepic.pdf;picture, drawing, arrow
#rst;Rhetorical theory in LaTeX (rst);latex/rst/rst-package.pdf;
xypic1;XYpic User Guide (xypic);generic/xypic/xyguide.pdf;picture, drawing, arrows, curves
xypic2;XYpic Reference Manual (xypic);generic/xypic/xyrefer.pdf;picture, drawing, arrows, curves
texdraw;TeXDraw: advanced drawing using PS (texdraw);support/texdraw/texdraw.ps;picture, PostScript, Bezier curves, lines
crop;Crop marks (crop);latex/crop/crop.pdf;layout, mirror, invert
@Diagrams
#DCpic;Commutative Diagrams (DCpic);latex/dcpic/man4.0.pdf;
pbdiagram;Diagram package using LAMSTeX or Xy-pic fonts (pb-diagram);latex/pb-diagram/pb-manual.pdf;
expressg;Drawing diagrams with MetaPost;metapost/expressg/expressg.pdf;
bardiag;Drawing of bar diagrams in LaTeX (bardiag);latex/bardiag/bardiag.pdf;
circ;Typesetting cirquit diagrams (circ);latex/circ/circ.pdf;
msc;Typesetting message sequence charts (msc);latex/msc/manual.pdf;
#nassi;Typesetting Nassi-Schneiderman diagrams;latex/nassflow/nass_man.dvi;
@Slides
texpower;Dynamic online presentations with LaTeX (texpower);latex/texpower/manual.pdf;
prosper;Prosper: A manual for the prosper class;latex/prosper/prosper-doc.pdf;overhead
prosper1;Prosper: A tour of Prosper facilities;latex/prosper/prosper-tour.pdf;overhead
beamer;User's Guide to the beamer class;latex/beamer/doc/beameruserguide.pdf;
ifmslide;Enhanced presentations with (PDF)LaTeX;latex/ifmslide/ifmman.pdf;
seminar;Slides/foils (seminar);latex/seminar/seminar-doc.pdf;overhead
#2up;Two-up printing for Generic TeX;latex/seminar/2up.dvi;???
@Tables, arrays and lists
booktabs;Publication quality tables in LaTeX;latex/booktabs/booktabs.pdf;
longtable;Large tables (longtable);latex/tools/longtable.pdf;
mdwlist;Additional list environments/commands (mdwlist);latex/mdwtools/mdwlist.pdf;description, enumerate
dcolumn;Alignment on decimal point (dcolumn);latex/tools/dcolumn.pdf;tables
delarray;Arrays with delimiters (delarray);latex/tools/delarray.pdf;
colortbl;Coloured tables (colortbl);latex/colortbl/colortbl.pdf;
arydshln;Dashed lines, horizontal and vertical (arydshln);latex/arydshln/arydshln-man.pdf;
enumerate;Extended enumeration style (enumerate);latex/tools/enumerate.pdf;
array;Extended tabular and array environments 1 (array);latex/tools/array.pdf;
mdwtab;Extended tabular and array environments 2 (mdwtab);latex/mdwtools/mdwtab.pdf;
blkarray;Extended tabular and array environments 3 (blkarray);latex/blkarray/blkarray.pdf;
#easytable;Extra support for writing tables (easytable);latex/easy/doc.dvi/doctable.dvi;matrix
#greekctr;Greek letters as \alph-style counters (greekctr);latex/jknapltx/greekctr.sty;-1-
tabls;Keep text from touching other text/hlines (tabls);latex/tabls/tabls.sty;-1-, table, array
listliketab;Make list-like tables;latex/listliketab/listliketab.pdf;
tabularx;Modification of tabular column widths (tabularx);latex/tools/tabularx.pdf;
# shortlst;Typesetting lists of short items (shortlst);latex/shortlst/shortlst.dvi;
hhline;Single/double lines in tables (hhline);latex/tools/hhline.pdf;
multirow;Table entry spanning multiple rows (multirow);latex/multirow/multirow.pdf; tables
threeparttablex;Table divided into caption, body, notes (threeparttablex);latex/threeparttablex/threeparttablex.pdf;
wrapfig;Wrap text around tables (wrapfig);latex/wrapfig/multiple-span.txt;-1-
eqlist;Lists with equal indentation (eqlist);latex/eqlist/eqlist.pdf;
@ToC, index and glossary
titletoc;Layout of table of contents (titletoc);latex/titlesec/titlesec.pdf;
nomencl;List of used variables/Glossary (nomencl);latex/nomencl/nomencl.pdf;
#makeindex;MakeIndex;makeindex/base/makeindex.dvi;index
multitoc;Multi-column table of contents/tables/figures (multitoc);latex/ms/multitoc.pdf;
#multind;Multiple indexes (multind);latex/misc209/multind.sty;-0-, makeindex
#index;Extended index for LaTeX including multiple indexes (index);latex/camel/index.dvi;
varindex;Luxury frontend to the \index command (varindex);latex/varindex/varindex.pdf;
minitoc;Tables of contents/tables/figures at beginning of chapter (minitoc);latex/minitoc/minitoc.pdf;
@Bibliography
bibtexdoc;BIBTeX documentation (bibtex);bibtex/base/btxdoc.pdf;references, citations
bibtexhak;BIBTeX Hacker's Guide (bibtex);bibtex/base/btxhak.pdf;references, citations
custom-bib;Bibliography customization (custom-bib/makebst);latex/custom-bib/makebst.pdf; ???
ascelike;Bibliography style for ASCE (ascelike);latex/ascelike/ascexmpl.pdf;
natbib;Bibliography with author-year or numerical style (natbib);latex/natbib/natbib.pdf;citation, references ???
achemso;BibTeX style for Chemistry Publications (achemso);latex/achemso/achemso.pdf;
mcite;Collapsing multiple citations into one (mcite);latex/mcite/mcite.pdf;
gloss;Creating glossaries using BibTeX;latex/gloss/gloss.pdf;
directory;Creating an address-book like database (directory);latex/directory/directory.pdf;
apacite;Citation and Reference list (apacite);latex/apacite/apacite.pdf;references, citations
easybib;Easy custom-made bibliographies (easybib);latex/easy/easybib.sty;-0-
opcit;Footnote-style bibliographical references (opcit);latex/opcit/opcit.pdf;
harvard;Harvard Family of Bibliography Styles;latex/harvard/harvard.pdf;references, citations
authorindex;Generate a list of all authors cited in a document (authorindex);latex/authorindex/authorindex.pdf;
chapterbib;Multiple bibliographies in document (chapterbib);latex/cite/chapterbib.pdf; references, citations
natbib2;natbib reference sheet;latex/natbib/natnotes.pdf;citation ???
cite;Number-only citations/compressed references (cite);latex/cite/cite.pdf;
footbib;References as footnotes (footbib);latex/footbib/footbib.pdf;citation
overcite;Superscript number-only citations/compressed references (overcite);latex/cite/overcite.sty;-1-, cite ???
#camel;Typesetting of citations and bibliographies (camel);latex/camel/camel.dvi;
drftcite;Use citation labels instead of numbers in drafts (drftcite);latex/cite/drftcite.sty;-1-, cite, references, citations
# citesort;Variant of cite with sorted citations (citesort);latex/ltxmisc/citesort.sty;-3-, references ???
#adrconv;Converting .bib database into printable format;latex/adrconv/adrguide.pdf;
@Mathematics
AMSlatex;AMS LaTeX manual (amsmath);latex/amsmath/amsldoc.pdf;tutorial, equation alignment, matrix, operators, symbols, equation numbering, arrows, roots, fractions, theorems, amslatex
#symbols-letter;LaTeX symbol table;english/symbols/symbols-letter.pdf;mathematics ???
amslatex2;AMSLaTeX 2.0: Technical notes;latex/amsmath/technote.pdf;
amsthm;AMS theorem environment (amsthm);latex/amscls/amsthdoc.pdf;
amsthm2;AMS theorem environment: example;latex/amscls/thmtest.pdf;theorem
breqn;Automatic line breaking of displayed equations (breqn);latex/mh/breqn.pdf;mathematics
easyvector;C-like syntax for writing vectors or matrices (easyvector);latex/easy/easyvector.sty;-0-, matrix
tangles;Diagrammatic macros for tangles and Hopf algebras;latex/t-angles/t-manual.pdf;
empheq;EMPHasizing EQuations (empheq);latex/mh/empheq.pdf;
#deleq;Flexible numbering of equations (deleq);latex/deleq/deleq.dvi;
theorem;Extended theorem style (theorem);latex/tools/theorem.pdf;
mathenv;Equation alignment (mathenv);latex/mdwtools/mdwtab.pdf;matrix
subeqn;Equation subnumbering and primes;latex/amsmath/subeqn.pdf;subequation
easyeqn;Equation environments (easyeqn);latex/easy/easyeqn.sty;-0-
easymat;Extra support for block matrices 1 (easymat);latex/easy/easymat.sty;-0-, matrix
easybmat;Extra support for block matrices 2 (easybmat);latex/easy/easybmat.sty;-0-, matrix
polynom;Manipulating polynomials (polynom);latex/polynom/polynom.pdf;
comma;Numbers with comma every 3 digits (comma);latex/comma/comma.pdf;
permute;Permutations: input and output formats (permute);latex/permute/permute.pdf;mathematics
nath;Producing 'natural math notation' (nath);latex/nath/nathguide.pdf;
mdwmath;Square root without vinculum (mdwmath);latex/mdwtools/mdwmath.pdf;
tensind;Tensorial Indexes (tensind);latex/bezos/tensind.pdf;
accents;Tools for mathematical accents (accents);latex/bezos/accents.pdf;mathematics
gauss;Typesetting matrix operations;latex/gauss/gauss-doc.pdf;
gnlogic;Typestting logical formulas (gn-logic);latex/gene-logic/gn-logic14.pdf;
AMSfonts;AMS Fonts;fonts/amsfonts/amsfndoc.pdf;
bm;Bold math symbols (bm);latex/tools/bm.pdf;mathematics, sets
concmath;Concrete Math fonts (concmath);fonts/concmath/concmath.pdf;
doublestroke;Doublestroke fonts for sets (doublestroke);fonts/doublestroke/dsdoc.pdf;mathematics
euler;AMS Euler fonts (euler);latex/euler/euler.pdf;mathematics
@Special text elements
refstyle;Advanced formatting of cross references;latex/refstyle/refstyle.pdf;
textcase;Case conversion ignoring mathematics (textcase);latex/textcase/textcase.pdf;
# edmac;Critical editions of text (edmac);latex/edmac/edmac.dvi;
eqparbox;Constructing \parboxes (eqparbox);latex/eqparbox/eqparbox.pdf;
bytefield;Create illustrations for network protocol specifications;latex/bytefield/bytefield.pdf;
#dropping;Drop the first character(s) of a paragraph (dropping);latex/dropping/dropping.dvi;
lettrine;Dropped capitals (lettrine);latex/lettrine/lettrine.pdf;
footnote1;Footnotes 1 (footnote);latex/mdwtools/footnote.pdf;
footnote2;Footnotes 2 (pfnote, fnpos, dblfnote);latex/yafoot/yafoot-man.pdf;
ftnright;Footnotes 3: in a multi-column layout (ftnright);latex/tools/ftnright.pdf;
footnpag;Footnotes 4: page-per-page numbering (footnpag);latex/footnpag/footnpag-user.pdf;
#newalg;Format algorithms like Cormen, Leiserson and Rivest (newalg);latex/newalg/newalg.dvi;
linguex;Formatting linguist examples (linguex);latex/linguex/linguex-doc.pdf;
soul;Hyphenation for letterspacing, underlining, striking... (soul);latex/soul/soul.pdf; strikeout
varioref;References to figures, equations etc. (varioref);latex/tools/varioref.pdf;
xr;References to external documents (xr);latex/tools/xr.pdf;
nath;Separate presentation and content in mathematical typography (nath);latex/nath/nathguide.pdf;
showkeys;Show reference keys in text (showkeys);latex/tools/showkeys.pdf;citation
clock;Typesetting graphical clocks (clock);latex/clock/clockdoc.pdf;
syntax;Typesetting syntactic items (syntax);latex/mdwtools/syntax.pdf;
hypbmsec;Bookmarks in sectioning commands (hypbmsec);latex/oberdiek/hypbmsec.pdf;
ushort;Underlines of various sizes (ushort);latex/ushort/ushort.pdf;
ulem;Underlining styles (ulem);generic/ulem/ulem.pdf;
umoline;Underline text allowing line breaking (umoline);latex/umoline/umoline.pdf;
url;Typeset URLs, emails, paths etc. verbatim 1 (url);latex/url/url.pdf;
path;Typeset URLs, emails, paths etc. verbatim 2 (path);generic/path/path-doc.pdf;-0-
notes;Mark document sections with icons;latex/notes/notes.pdf;
prelim2e;Mark preliminary versions of document (prelim2e);latex/ms/prelim2e.pdf;draft
shapepar;Shaped paragraphs (shapepar);generic/shapepar/shapepar.pdf;
